Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Jain travels regd,NON AC Seater / Sleeper 2+1,19:00:00,22:55:00,03h 55m,270.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),20:25:00,23:55:00,03h 30m,459.0,47 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
SHRI VISHWAKARMA TRAVELS (KETU),NON A/C Sleeper (2+1),20:30:00,01:15:00,04h 45m,500.0,39 Seats available,3.3,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,21:00:00,00:30:00,03h 30m,270.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:16:00,01:16:00,04h 00m,380.0,29 Seats available,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Babu Travels,Non A/C Seater / Sleeper (2+1),21:20:00,01:10:00,03h 50m,450.0,43 Seats available,4.1,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,21:30:00,00:57:00,03h 27m,270.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
V k jain travels,NON A/C Seater/ Sleeper (2+1),21:31:00,00:16:00,02h 45m,300.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,22:00:00,02:00:00,04h 00m,270.0,48 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
FlixBus,A/C Sleeper (2+1),22:00:00,01:30:00,03h 30m,125.89,11 Seats available,4.0,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Tiger Travels,NON AC Seater / Sleeper 2+1,22:00:00,01:15:00,03h 15m,400.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),22:00:00,01:20:00,03h 20m,459.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),22:00:00,01:20:00,03h 20m,408.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Pooja Paraswnath Travels,A/C Seater / Sleeper (2+1),22:00:00,02:30:00,04h 30m,500.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
B R Travels,A/C Seater / Sleeper (2+1),22:00:00,01:03:00,03h 03m,500.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,22:15:00,02:35:00,04h 20m,270.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Sagwan Travels,A/C Seater / Sleeper (2+1),02:43:00,07:53:00,05h 10m,270.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),04:20:00,09:20:00,05h 00m,500.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater (2+2),12:30:00,18:00:00,05h 30m,350.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,Bharat Benz A/C Seater (2+2),12:30:00,18:20:00,05h 50m,350.0,31 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:15:00,19:30:00,05h 15m,500.0,18 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),18:30:00,23:50:00,05h 20m,450.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:30:00,01:00:00,04h 30m,349.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
R.K Jakhar Travels,A/C Seater / Sleeper (2+1),21:25:00,02:30:00,05h 05m,400.0,42 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59:00,06:08:00,06h 09m,350.0,38 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Jakhar Travels,A/C Seater / Sleeper (2+1),02:00:00,07:00:00,05h 00m,362.0,18 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Mahadev Travels Pilani,A/C Seater / Sleeper (2+1),02:25:00,07:15:00,04h 50m,300.0,37 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Rishabh Travels Ajay Raj,Bharat Benz A/C Seater /Sleeper (2+1),05:05:00,08:46:00,03h 41m,315.0,29 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),02:55:00,07:32:00,04h 37m,270.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Dashmesh Travels,A/C Seater / Sleeper (2+1),03:00:00,07:10:00,04h 10m,400.0,32 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Rishabh travels,A/C Seater / Sleeper (2+1),03:00:00,07:45:00,04h 45m,405.0,34 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),03:15:00,08:15:00,05h 00m,379.0,24 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),04:45:00,08:30:00,03h 45m,500.0,31 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Bharat Travels,A/C Seater / Sleeper (2+1),05:15:00,09:30:00,04h 15m,286.0,35 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Amit Travels,Bharat Benz A/C Seater (2+2),06:25:00,11:50:00,05h 25m,349.0,40 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Ankit Travels,AC Seater (2+2),08:10:00,13:45:00,05h 35m,315.0,45 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
MS Gajraj Bus Service,A/C Seater (2+3),14:40:00,20:10:00,05h 30m,316.0,50 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Amit Travels,Non AC Seater (2+3),15:40:00,21:20:00,05h 40m,299.0,55 Seats available,1.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),18:10:00,22:30:00,04h 20m,400.0,36 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),22:15:00,03:00:00,04h 45m,300.0,41 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Amit Travels,A/C Seater / Sleeper (2+1),23:00:00,04:00:00,05h 00m,349.0,27 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),03:35:00,08:35:00,05h 00m,599.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),04:40:00,09:30:00,04h 50m,699.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,A/C Sleeper (2+1),04:40:00,09:20:00,04h 40m,800.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),19:00:00,23:50:00,04h 50m,899.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,A/C Seater / Sleeper (2+1),05:15:00,09:55:00,04h 40m,1100.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Neeraj travels,Bharat Benz A/C Seater /Sleeper (2+1),15:00:00,19:52:00,04h 52m,950.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Garhwal Travels,A/C Seater / Sleeper (2+1),16:00:00,22:20:00,06h 20m,854.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,A/C Seater / Sleeper (2+1),16:00:00,21:20:00,05h 20m,4500.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),17:30:00,22:15:00,04h 45m,699.0,38 Seats available,4.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,A/C Seater / Sleeper (2+1),18:15:00,23:05:00,04h 50m,550.0,38 Seats available,4.5,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30:00,23:55:00,04h 25m,799.0,40 Seats available,4.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
GK Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15:00,23:55:00,03h 40m,899.0,40 Seats available,5.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Mahadev Travels JOD,Bharat Benz A/C Sleeper (2+1),21:45:00,02:45:00,05h 00m,4000.0,40 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Shri Chirag Travel Agency,A/C Seater / Sleeper (2+1),02:45:00,07:45:00,05h 00m,690.0,32 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:10:00,23:10:00,05h 00m,999.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06:00,20:30:00,02h 24m,121.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Rishabh Travels-Neeraj,A/C Seater / Sleeper (2+1),01:30:00,03:00:00,01h 30m,360.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
V k jain travels,NON A/C Seater/ Sleeper (2+1),14:15:00,17:01:00,02h 46m,350.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,NON A/C Sleeper (2+1),15:45:00,18:30:00,02h 45m,350.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),17:30:00,21:00:00,03h 30m,350.0,41 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,A/C Seater / Sleeper (2+1),18:45:00,20:45:00,02h 00m,300.0,40 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater/ Sleeper (2+1),23:15:00,01:15:00,02h 00m,250.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Dev Darbar Travel Agency,A/C Sleeper (2+1),00:55:00,03:50:00,02h 55m,1169.0,37 Seats available,3.0,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Chandra Travel Singhana,A/C Seater / Sleeper (2+1),01:30:00,05:00:00,03h 30m,360.0,34 Seats available,2.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Neeraj travels,A/C Seater / Sleeper (2+1),02:05:00,04:30:00,02h 25m,539.0,40 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
RR Travels,A/C Seater / Sleeper (2+1),02:45:00,04:40:00,01h 55m,250.0,39 Seats available,2.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Bharat Travels,A/C Seater / Sleeper (2+1),04:05:00,05:15:00,01h 10m,362.0,35 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,00:10:00,01:45:00,01h 35m,450.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),00:15:00,02:00:00,01h 45m,900.0,13 Seats available,4.5,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
New marudhar and rajswer travelsp,A/C Seater / Sleeper (2+1),03:03:00,05:37:00,02h 34m,600.0,43 Seats available,4.7,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),00:20:00,02:00:00,01h 40m,918.0,12 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Sagwan Travels,A/C Seater / Sleeper (2+1),00:44:00,02:43:00,01h 59m,720.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),00:30:00,02:45:00,02h 15m,1000.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Bluecity Bus,A/C Sleeper (2+1),00:35:00,02:30:00,01h 55m,900.0,7 Seats available,4.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
MASTER TRAVELS (RANIWAL),A/C Sleeper (2+1),00:40:00,02:45:00,02h 05m,1520.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
New marudhar and rajswer travelsp,NON AC Seater / Sleeper 2+1,01:58:00,04:32:00,02h 34m,900.0,43 Seats available,4.7,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
bhaiya travels,A/C Sleeper (2+1),01:00:00,02:20:00,01h 20m,2380.95,30 Seats available,3.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Dashmesh Travels,A/C Seater / Sleeper (2+1),01:30:00,03:00:00,25h 30m,500.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Raaj Rath Travels Co.,A/C Seater / Sleeper (2+1),17:45:00,21:15:00,03h 30m,495.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),01:45:00,03:15:00,01h 30m,750.0,5 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Mahaveer Travels,NON AC Seater / Sleeper 2+1,05:29:00,07:29:00,02h 00m,630.0,32 Seats available,2.4,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),02:00:00,03:00:00,01h 00m,800.0,5 Seats available,4.5,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Chanakya Travels Agency,A/C Sleeper (2+1),02:15:00,03:45:00,01h 30m,700.0,9 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),02:15:00,03:30:00,01h 15m,713.0,2 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
M R Travels,A/C Seater / Sleeper (2+1),02:45:00,04:40:00,01h 55m,510.0,20 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Babu Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:45:00,03:45:00,01h 00m,799.0,8 Seats available,4.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:46:00,03:46:00,01h 00m,925.0,29 Seats available,3.0,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
VGO BUS,VE A/C Seater / Sleeper (2+1),03:00:00,04:30:00,01h 30m,599.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Western Bus,VE A/C Sleeper (2+1),03:10:00,04:30:00,01h 20m,3000.0,36 Seats available,3.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Raj Travel,A/C Sleeper (2+1),03:35:00,05:05:00,01h 30m,1110.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Shri Chirag Travel Agency,A/C Seater / Sleeper (2+1),01:15:00,02:45:00,01h 30m,690.0,32 Seats available,1.7,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Mahadev Travels,Bharat Benz A/C Sleeper (2+1),03:45:00,05:30:00,01h 45m,1200.0,5 Seats available,4.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Raj Travel,A/C Sleeper (2+1),04:00:00,06:00:00,02h 00m,1000.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Mahaveer Travels (M.T.A),Bharat Benz A/C Sleeper (2+1),04:15:00,05:10:00,00h 55m,934.0,11 Seats available,4.0,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),04:45:00,05:30:00,00h 45m,800.0,10 Seats available,4.4,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Royal Cruiser,Volvo A/C Seater (2+2),02:00:00,06:00:00,04h 00m,500.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),06:10:00,09:20:00,03h 10m,486.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),06:10:00,09:20:00,03h 10m,486.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:40:00,10:00:00,03h 20m,486.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:40:00,09:40:00,03h 00m,486.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo 9600 A/C Seater (2+2),06:50:00,10:00:00,03h 10m,486.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),07:00:00,10:15:00,03h 15m,486.0,30 Seats available,4.6,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),07:00:00,10:15:00,03h 15m,486.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:30:00,10:45:00,03h 15m,486.0,26 Seats available,5.0,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:30:00,10:45:00,03h 15m,486.0,26 Seats available,4.1,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,08:00:00,02h 00m,429.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,08:00:00,02h 00m,429.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,08:15:00,02h 00m,429.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,08:15:00,02h 00m,429.0,30 Seats available,4.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30:00,08:30:00,02h 00m,429.0,19 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:31:00,08:30:00,01h 59m,429.0,23 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
PALLY DUTH PARIBAHAN,A/C Seater (2+3),15:20:00,18:00:00,02h 40m,200.0,29 Seats available,0.0,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,09:15:00,02h 15m,429.0,19 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,09:15:00,02h 15m,429.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Express Line,Volvo 9600 A/C Seater (2+2),07:05:00,09:05:00,02h 00m,429.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45:00,19:30:00,02h 45m,97.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Satadal Travels,A/C Seater (2+2),05:55:00,09:30:00,03h 35m,167.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Satadal Travels,A/C Seater (2+2),05:55:00,09:29:00,03h 34m,185.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Diamond City Service,A/C Executive (2+3),06:30:00,10:15:00,03h 45m,170.0,39 Seats available,4.4,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Gogol City Service,AC Seater (2+3),07:00:00,09:45:00,02h 45m,149.0,41 Seats available,4.5,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Droupadi Bus Service,Non AC Seater (2+3),07:15:00,10:15:00,03h 00m,121.0,54 Seats available,3.3,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
KRISHNAKALI,A/C Seater (2+3),06:25:00,09:15:00,02h 50m,169.0,60 Seats available,2.2,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Droupadi City Service,A/C Seater (2+3),07:00:00,09:35:00,02h 35m,180.0,59 Seats available,2.8,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
Swapna Paribahan,Non AC Seater (2+3),07:00:00,10:15:00,03h 15m,150.0,25 Seats available,2.9,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
WBTC (CTC) Habra- Barasat- Haldia - 180|07:40,Non AC Seater (2+3),07:40:00,10:45:00,03h 05m,97.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Gogol City Service,AC Seater (2+3),13:30:00,16:15:00,02h 45m,149.0,52 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Satadal Travels,A/C Seater (2+2),14:55:00,18:15:00,03h 20m,167.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
